text,aspect,polarity,text_clean,aspect_clean,macro_aspect
"Complimentary stuff kept coming, and when the waiter saw me opening a gift, I received my dessert on a plate that had Happy Birthday written on it, with a candlevery nice touch, and attentive staff.",dessert,positive,"complimentary stuff kept coming, and when the waiter saw me opening a gift, i received my dessert on a plate that had happy birthday written on it, with a candlevery nice touch, and attentive staff.",dessert,food
"Complimentary stuff kept coming, and when the waiter saw me opening a gift, I received my dessert on a plate that had Happy Birthday written on it, with a candlevery nice touch, and attentive staff.",staff,positive,"complimentary stuff kept coming, and when the waiter saw me opening a gift, i received my dessert on a plate that had happy birthday written on it, with a candlevery nice touch, and attentive staff.",staff,service
"The food arrived 20 minutes after I called, cold and soggy.",food,negative,"the food arrived 20 minutes after i called, cold and soggy.",food,food
"If you are someone who appreciates simplicity, elegance, and wonderfully presented and tasting seafood and vegetables regardless of portion size, Kai is your place.",seafood,positive,"if you are someone who appreciates simplicity, elegance, and wonderfully presented and tasting seafood and vegetables regardless of portion size, kai is your place.",seafood,food
"If you are someone who appreciates simplicity, elegance, and wonderfully presented and tasting seafood and vegetables regardless of portion size, Kai is your place.",vegetables,positive,"if you are someone who appreciates simplicity, elegance, and wonderfully presented and tasting seafood and vegetables regardless of portion size, kai is your place.",vegetables,food
"If you are someone who appreciates simplicity, elegance, and wonderfully presented and tasting seafood and vegetables regardless of portion size, Kai is your place.",portion size,negative,"if you are someone who appreciates simplicity, elegance, and wonderfully presented and tasting seafood and vegetables regardless of portion size, kai is your place.",portion size,overall
"The prices cannot be beat for the quality, quantity, freshness and taste.",prices,positive,"the prices cannot be beat for the quality, quantity, freshness and taste.",prices,price
"The prices cannot be beat for the quality, quantity, freshness and taste.",quality,positive,"the prices cannot be beat for the quality, quantity, freshness and taste.",quality,overall
"The prices cannot be beat for the quality, quantity, freshness and taste.",quantity,positive,"the prices cannot be beat for the quality, quantity, freshness and taste.",quantity,price
"The prices cannot be beat for the quality, quantity, freshness and taste.",taste,positive,"the prices cannot be beat for the quality, quantity, freshness and taste.",taste,food
INCREDIBLY POOR SERVICE AN FOOD QUALITY AT EXORBITANT PRICES.,SERVICE,negative,incredibly poor service an food quality at exorbitant prices.,service,service
INCREDIBLY POOR SERVICE AN FOOD QUALITY AT EXORBITANT PRICES.,FOOD QUALITY,negative,incredibly poor service an food quality at exorbitant prices.,food quality,food
INCREDIBLY POOR SERVICE AN FOOD QUALITY AT EXORBITANT PRICES.,PRICES,negative,incredibly poor service an food quality at exorbitant prices.,prices,price
I have been about 4 times and have always had a great meal.,meal,positive,i have been about 4 times and have always had a great meal.,meal,food
I go back in line like three times on average until I can't walk anymore.,line,negative,i go back in line like three times on average until i can't walk anymore.,line,price
We usually just get some of the dinner specials and they are very reasonably priced and very tasty.,dinner specials,positive,we usually just get some of the dinner specials and they are very reasonably priced and very tasty.,dinner specials,food
We usually just get some of the dinner specials and they are very reasonably priced and very tasty.,priced,positive,we usually just get some of the dinner specials and they are very reasonably priced and very tasty.,priced,price
Horrible food and Horrible service.,food,negative,horrible food and horrible service.,food,food
Horrible food and Horrible service.,service,negative,horrible food and horrible service.,service,service
The wine and cheese plate are plentiful and can't wait to try the fondue or table grilling.,wine,positive,the wine and cheese plate are plentiful and can't wait to try the fondue or table grilling.,wine,food
